"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",32.4697130507483,19.632917338486,1.6538404604342,0.100084465784522,-6.29792890722356,71.2373550087201
"INR",4.93755117471167,32.1979176723346,0.153350015518369,0.878311941177014,-58.6412498049281,68.5163521543514
"IR",196.318131405677,76.0037751683381,2.58300500167076,0.0106726648953971,46.2392056718853,346.397057139469
"PNR",6.39001811600617,35.0765646089362,0.182173430814779,0.855672986711968,-62.8730299797165,75.6530662117288
"PR",NA,NA,NA,NA,NA,NA
