O*NET 2018 SOC Code,ONET_release_year,pct_healthcare_tot_emp,total_intensity,classification,task_intensity,bucket_weight,percentile
25-2011,2011,0.0149010069399237,0.9999999999999983,R-I-NM,0.18171814261270738,0.0027077833041820017,0.2287458845314228
25-2011,2012,0.0134835716100002,0.9999999999999983,R-I-NM,0.18171814261270738,0.0024502095887546727,0.2287458845314228
25-2011,2013,0.0137405183576174,0.9999999999999983,R-I-NM,0.18171814261270738,0.0024969014744820467,0.2287458845314228
25-2011,2014,0.0135785160625647,0.9999999999999983,R-I-NM,0.18171814261270738,0.002467462718326074,0.2287458845314228
25-2011,2015,0.0140589700608828,0.9999999999999983,R-I-NM,0.18171814261270738,0.0025547699265112884,0.2287458845314228
25-2011,2016,0.0144246403235377,0.9999999999999983,R-I-NM,0.18171814261270738,0.0026212188474496376,0.2287458845314228
25-2011,2017,0.0149920832075314,0.9999999999999983,R-I-NM,0.18171814261270738,0.002724333514367771,0.2287458845314228
25-2011,2018,0.015205838401864699,0.9999999999999983,R-I-NM,0.18171814261270738,0.0027631767112558368,0.2287458845314228
25-2011,2019,0.0152709973218861,0.9999999999999984,R-I-NM,0.17660206362438519,0.0026968896406475494,0.21498862638830232
25-2011,2020,0.0129495822778834,0.9999999999999984,R-I-NM,0.17660206362438519,0.0022869229533479785,0.21498862638830232
25-2011,2021,0.0139983597295727,0.9999999999999984,R-I-NM,0.17660206362438519,0.0024721392155990334,0.21498862638830232
25-2011,2022,0.014544786579476,0.9999999999999984,R-I-NM,0.17660206362438519,0.0025686393249117283,0.21498862638830232
25-2011,2023,0.0144992823453283,0.9999999999999984,R-I-NM,0.17660206362438519,0.0025606031832575973,0.21498862638830232
25-2011,2024,0.0144631280935397,0.9999999999999984,R-I-NM,0.17660206362438519,0.0025542182677829347,0.21498862638830232
25-2012,2006,0.00046165011182899997,0.9999999999999984,R-I-NM,0.1624541509893885,7.499697697133658e-05,0.18526981136376475
25-2012,2007,0.0005289061003224,0.9999999999999984,R-I-NM,0.1624541509893885,8.592299148098398e-05,0.18526981136376475
25-2012,2008,0.0005090245039757,0.9999999999999984,R-I-NM,0.1624541509893885,8.269314362616707e-05,0.18526981136376475
25-2012,2009,0.0006078835154398,0.9999999999999984,R-I-NM,0.1624541509893885,9.875320040121771e-05,0.18526981136376475
25-2012,2010,0.0005514548120518,0.9999999999999981,R-I-NM,0.16212903316011978,8.940683550945407e-05,0.18494428204012828
25-2012,2011,0.0005447783178229,0.9999999999999981,R-I-NM,0.16212903316011978,8.83243819552234e-05,0.18494428204012828
25-2012,2012,0.0004569741282339,0.9999999999999981,R-I-NM,0.16212903316011978,7.408877358975095e-05,0.18494428204012828
25-2012,2013,0.00042585976354480004,0.9999999999999981,R-I-NM,0.16212903316011978,6.904423172531579e-05,0.18494428204012828
25-2012,2014,0.0003635193276591,0.9999999999999981,R-I-NM,0.16212903316011978,5.8937037128386786e-05,0.18494428204012828
25-2012,2015,0.0003113122832554,0.9999999999999981,R-I-NM,0.16212903316011978,5.0472759495067444e-05,0.18494428204012828
25-2012,2016,0.0003043084967837,0.9999999999999981,R-I-NM,0.16212903316011978,4.9337242365950794e-05,0.18494428204012828
25-2012,2017,0.0002780094523213,0.9999999999999981,R-I-NM,0.16212903316011978,4.507340371422688e-05,0.18494428204012828
25-2012,2018,0.0002102706734856,0.9999999999999979,R-I-NM,0.1561310875404028,3.282978892915974e-05,0.18327094271549874
25-2012,2019,0.0001461224841779,0.9999999999999979,R-I-NM,0.1561310875404028,2.2814262368800875e-05,0.18327094271549874
25-2012,2020,0.0001121005679761,0.9999999999999979,R-I-NM,0.1561310875404028,1.750238359200538e-05,0.18327094271549874
25-2012,2021,9.424064033373752e-05,0.9999999999999979,R-I-NM,0.1561310875404028,1.471389366581042e-05,0.18327094271549874
25-2012,2022,7.73684108101232e-05,0.9999999999999979,R-I-NM,0.1561310875404028,1.2079614121057219e-05,0.18327094271549874
25-2012,2023,5.9117147272270676e-05,0.9999999999999979,R-I-NM,0.1561310875404028,9.230024495905797e-06,0.18327094271549874
25-2012,2024,4.828728060826313e-05,0.9999999999999979,R-I-NM,0.1561310875404028,7.539145635736742e-06,0.18327094271549874
25-2021,2006,0.0001200935955247,0.9999999999999978,R-I-NM,0.194096037796612,2.3309691056093256e-05,0.2346114961913413
25-2021,2007,0.0001319124478239,0.9999999999999978,R-I-NM,0.194096037796612,2.5603683458671363e-05,0.2346114961913413
25-2021,2008,0.00010986140373570001,0.9999999999999978,R-I-NM,0.194096037796612,2.1323663171873325e-05,0.2346114961913413
25-2021,2009,7.098934086098737e-05,0.9999999999999978,R-I-NM,0.194096037796612,1.3778749786910806e-05,0.2346114961913413
25-2021,2010,0.0001296466611115,0.9999999999999982,R-I-NM,0.1878949700828295,2.4359955510884067e-05,0.23128294551999004
25-2021,2011,0.00011099558237579999,0.9999999999999982,R-I-NM,0.1878949700828295,2.0855511629827212e-05,0.23128294551999004
25-2021,2012,5.4428680285932e-05,0.9999999999999982,R-I-NM,0.1878949700828295,1.0226875253973102e-05,0.23128294551999004
25-2021,2013,4.008091892186781e-05,0.9999999999999982,R-I-NM,0.1878949700828295,7.531003061716679e-06,0.23128294551999004
25-2021,2014,4.5508452783883655e-05,0.9999999999999982,R-I-NM,0.1878949700828295,8.550809374343693e-06,0.23128294551999004
25-2021,2015,5.152755033195016e-05,0.9999999999999982,R-I-NM,0.1878949700828295,9.681767528063283e-06,0.23128294551999004
25-2021,2016,5.58507875744003e-05,0.9999999999999982,R-I-NM,0.1878949700828295,1.0494082060394427e-05,0.23128294551999004
25-2021,2017,3.985798599589662e-05,0.9999999999999982,R-I-NM,0.1878949700828295,7.489115086260845e-06,0.23128294551999004
25-2021,2018,3.951722633954859e-05,0.9999999999999983,R-I-NM,0.1901699904640057,7.514990556155924e-06,0.23128294551999004
25-2021,2019,9.150621140330284e-05,0.9999999999999983,R-I-NM,0.1901699904640057,1.740173534996342e-05,0.23128294551999004
25-2021,2020,9.53838166113375e-05,0.9999999999999983,R-I-NM,0.1901699904640057,1.8139139495398553e-05,0.23128294551999004
25-2021,2021,3.3829973453136544e-05,0.9999999999999983,R-I-NM,0.1901699904640057,6.433445728980554e-06,0.23128294551999004
25-2021,2022,6.075556186316424e-05,0.9999999999999983,R-I-NM,0.1901699904640057,1.155388462015327e-05,0.23128294551999004
25-2021,2023,6.324159940754537e-05,0.9999999999999983,R-I-NM,0.1901699904640057,1.2026654356261392e-05,0.23128294551999004
25-2021,2024,8.656908865805731e-05,0.9999999999999981,R-I-NM,0.1853347450549506,1.6044259976080496e-05,0.23128294551999004
25-2022,2006,1.3558954333441803e-05,0.9999999999999978,R-I-NM,0.2163172521698692,2.9330357437068777e-06,0.30624323599520237
25-2022,2007,2.0729098943758183e-05,0.9999999999999978,R-I-NM,0.2163172521698692,4.484061723471118e-06,0.30624323599520237
25-2022,2008,1.7699892824097248e-05,0.999999999999998,R-I-NM,0.2163172521698692,3.82879217940991e-06,0.30624323599520237
25-2022,2009,1.908957065169408e-05,0.999999999999998,R-I-NM,0.2163172521698692,4.129403468477051e-06,0.30624323599520237
25-2022,2010,1.4608074491441191e-05,0.9999999999999982,R-I-NM,0.2064763739398904,3.0162222512365915e-06,0.26447515674862704
25-2022,2011,6.599737330454248e-06,0.9999999999999982,R-I-NM,0.2064763739398904,1.3626898329479278e-06,0.26447515674862704
25-2022,2012,2.381254762509525e-05,0.9999999999999982,R-I-NM,0.2064763739398904,4.916728487900624e-06,0.26447515674862704
25-2022,2013,3.006068919140087e-05,0.9999999999999982,R-I-NM,0.2064763739398904,6.2068221023745185e-06,0.26447515674862704
25-2022,2014,2.851131981640903e-05,0.9999999999999982,R-I-NM,0.2064763739398904,5.8869139319326885e-06,0.26447515674862704
25-2022,2015,1.9322831374481305e-05,0.9999999999999982,R-I-NM,0.2064763739398904,3.9897081564548555e-06,0.26447515674862704
