O*NET 2018 SOC Code,ONET_release_year,pct_healthcare_tot_emp,total_intensity,classification,task_intensity,bucket_weight,percentile
47-3013,2019,1.916360448236709e-06,0.999999999999999,HC-P-NM,0.0,0.0,0.0
47-3013,2020,1.4750074733711984e-06,0.999999999999999,HC-P-NM,0.0,0.0,0.0
47-3013,2023,1.3748173784248991e-06,0.9999999999999989,HC-P-NM,0.0,0.0,0.0
47-3013,2024,1.7400821840815545e-06,0.9999999999999989,HC-P-NM,0.0,0.0,0.0
47-3015,2006,5.810980428617916e-06,0.9999999999999992,HC-P-NM,0.0,0.0,0.0
47-3015,2007,3.7689270806833066e-06,0.9999999999999992,HC-P-NM,0.0,0.0,0.0
47-3015,2008,2.441364527461689e-06,0.9999999999999996,HC-P-NM,0.0,0.0,0.0
47-3015,2012,1.700896258935375e-06,0.9999999999999994,HC-P-NM,0.0,0.0,0.0
47-3015,2013,2.2267177178815453e-06,0.9999999999999994,HC-P-NM,0.0,0.0,0.0
47-3015,2014,2.1931784474160794e-06,0.9999999999999994,HC-P-NM,0.0,0.0,0.0
47-3015,2015,2.146981263831256e-06,0.9999999999999994,HC-P-NM,0.0,0.0,0.0
47-4011,2006,1.678727679378509e-05,0.9999999999999994,HC-P-NM,0.305620719206727,5.130539607239e-06,0.2537648491679671
47-4011,2007,1.3819399295838789e-05,0.9999999999999994,HC-P-NM,0.305620719206727,4.2234947517991896e-06,0.2537648491679671
47-4041,2006,6.456644920686574e-06,0.9999999999999994,HC-P-NM,0.2481022794423034,1.6019083223719101e-06,0.1913182080272986
47-4041,2007,9.422317701708266e-06,0.9999999999999994,HC-P-NM,0.2481022794423034,2.3376984994233875e-06,0.1913182080272986
47-4041,2008,2.19722807471552e-05,0.9999999999999994,HC-P-NM,0.2087368601602436,4.58642489372055e-06,0.15237252100461735
47-4041,2009,2.863435597754112e-05,0.9999999999999994,HC-P-NM,0.2087368601602436,5.9770455594626395e-06,0.15237252100461735
47-4041,2010,2.982481875335909e-05,0.9999999999999993,HC-P-NM,0.23415393379113342,6.983598635706603e-06,0.17851713634867897
47-4041,2011,1.8599259749461973e-05,0.9999999999999993,HC-P-NM,0.23415393379113342,4.355089835939614e-06,0.17851713634867897
47-4041,2012,1.58750317500635e-05,0.9999999999999993,HC-P-NM,0.23415393379113342,3.7172011333365117e-06,0.17851713634867897
47-4041,2013,1.6143703454641205e-05,0.9999999999999993,HC-P-NM,0.23415393379113342,3.780111669861751e-06,0.17851713634867897
47-4041,2014,1.4255659908204516e-05,0.9999999999999993,HC-P-NM,0.23415393379113342,3.3380188462946375e-06,0.17851713634867897
47-4041,2015,1.4492123530860975e-05,0.9999999999999988,HC-P-NM,0.16923235158767508,2.4525361446266867e-06,0.13108101238984338
47-4041,2016,1.200530947860941e-05,0.9999999999999988,HC-P-NM,0.16923235158767508,2.0316867546028786e-06,0.13108101238984338
47-4041,2017,1.1459170973820278e-05,0.9999999999999988,HC-P-NM,0.16923235158767508,1.9392624511448368e-06,0.13108101238984338
47-4041,2018,5.854403902155348e-06,0.9999999999999988,HC-P-NM,0.16923235158767508,9.90754539505812e-07,0.13108101238984338
47-4041,2019,4.311811008532595e-06,0.9999999999999988,HC-P-NM,0.16923235158767508,7.296979165755968e-07,0.13108101238984338
47-4041,2020,2.9500149467423968e-06,0.9999999999999988,HC-P-NM,0.16923235158767508,4.992379666560065e-07,0.13108101238984338
47-4041,2021,2.416426675224039e-06,0.9999999999999988,HC-P-NM,0.16923235158767508,4.089375686873518e-07,0.13108101238984338
