O*NET 2018 SOC Code,ONET_release_year,pct_healthcare_tot_emp,total_intensity,classification,task_intensity,bucket_weight,percentile
11-1021,2015,0.0064699280385546,0.9999999999999992,NR-I-NM,0.5914049338406397,0.0038263473635950867,0.6791049719267238
11-1021,2016,0.0061608116424354,0.9999999999999992,NR-I-NM,0.5914049338406397,0.003643534401799154,0.6791049719267238
11-1021,2017,0.0058317215760238,0.9999999999999992,NR-I-NM,0.5914049338406397,0.0034489089128453892,0.6791049719267238
11-1021,2018,0.0057690271785816,0.9999999999999992,NR-I-NM,0.5914049338406397,0.0034118311368739065,0.6791049719267238
11-1021,2019,0.0059158047037059,0.9999999999999992,NR-I-NM,0.5914049338406397,0.003498636089409336,0.6791049719267238
11-1021,2020,0.0059550968391564,0.9999999999999992,NR-I-NM,0.5914049338406397,0.003521873652175896,0.6791049719267238
11-1021,2021,0.0068003079494147,0.9999999999999992,NR-I-NM,0.5914049338406397,0.0040217356729195805,0.6791049719267238
11-1021,2022,0.007635265376021401,0.9999999999999992,NR-I-NM,0.5914049338406397,0.004515533614561668,0.6791049719267238
11-1021,2023,0.0076632320673395,0.9999999999999992,NR-I-NM,0.6028131898636765,0.004619497367178544,0.6805619332557176
11-1021,2024,0.007610684452625799,0.9999999999999992,NR-I-NM,0.6028131898636765,0.00458782097193325,0.6805619332557176
11-2011,2006,3.680287604791347e-05,0.9999999999999987,NR-I-NM,0.6854214870395398,2.5225482028092744e-05,0.7594982961279733
11-2011,2007,2.198540797065262e-05,0.9999999999999987,NR-I-NM,0.6854214870395398,1.5069271024415688e-05,0.7594982961279733
11-2011,2008,1.2817163769173869e-05,0.9999999999999987,NR-I-NM,0.6854214870395398,8.785159450296477e-06,0.7594982961279733
11-2011,2009,1.014133440871248e-05,0.9999999999999987,NR-I-NM,0.6854214870395398,6.951088510984968e-06,0.7594982961279733
11-2011,2010,8.521376786674029e-06,0.999999999999999,NR-I-NM,0.7025220451816644,5.986455047937804e-06,0.7606813266662383
11-2011,2011,4.799808967603089e-06,0.999999999999999,NR-I-NM,0.7025220451816644,3.371971612401819e-06,0.7606813266662383
11-2011,2012,6.236619616096375e-06,0.999999999999999,NR-I-NM,0.7025220451816644,4.381362767720116e-06,0.7606813266662383
11-2011,2013,3.340076576822318e-06,0.999999999999999,NR-I-NM,0.7025220451816644,2.34647742781259e-06,0.7606813266662383
11-2011,2014,2.741473059270099e-06,0.999999999999999,NR-I-NM,0.7025220451816644,1.9259452604088665e-06,0.7606813266662383
11-2011,2015,3.220471895746884e-06,0.999999999999999,NR-I-NM,0.7025220451816644,2.262452502650175e-06,0.7606813266662383
11-2011,2016,2.087879909323376e-06,0.999999999999999,NR-I-NM,0.7025220451816644,1.4667816639915674e-06,0.7606813266662383
11-2011,2017,3.4875737746409547e-06,0.999999999999999,NR-I-NM,0.7025220451816644,2.4500974608827034e-06,0.7606813266662383
11-2011,2018,1.951467967385116e-06,0.9999999999999989,NR-I-NM,0.6869178234155464,1.340498128621346e-06,0.7594982961279733
11-2011,2019,3.3536307844142404e-06,0.9999999999999989,NR-I-NM,0.6869178234155464,2.3036687589692043e-06,0.7594982961279733
11-2011,2023,1.3748173784248991e-06,0.9999999999999991,NR-I-NM,0.7805763935567555,1.0731499910500619e-06,0.8222171273921622
11-2011,2024,1.3050616380611657e-06,0.9999999999999991,NR-I-NM,0.7805763935567555,1.0187003068070574e-06,0.8222171273921622
11-2021,2006,0.0003338085423994,0.9999999999999991,NR-I-NM,0.5574688955249066,0.00018608787944817266,0.6600191606872245
11-2021,2007,0.0003316655831001,0.9999999999999991,NR-I-NM,0.5574688955249066,0.00018489324629443704,0.6600191606872245
11-2021,2015,0.0003478109647406,0.9999999999999992,NR-I-NM,0.5229009118666169,0.00018187067062006763,0.5988589788209945
11-2021,2016,0.0003617251942902,0.9999999999999992,NR-I-NM,0.5229009118666169,0.00018914643393947488,0.5988589788209945
11-2021,2017,0.000368686370462,0.9999999999999992,NR-I-NM,0.5229009118666169,0.0001927864393073733,0.5988589788209945
11-2021,2018,0.0003780969186808,0.9999999999999992,NR-I-NM,0.5229009118666169,0.0001977072235521486,0.5988589788209945
11-2021,2019,0.0004048311446899,0.9999999999999992,NR-I-NM,0.5229009118666169,0.0002116865747103552,0.5988589788209945
11-2021,2020,0.0004120187542282001,0.9999999999999992,NR-I-NM,0.5229009118666169,0.0002154449822920735,0.5988589788209945
11-2021,2021,0.0003402328758715,0.9999999999999992,NR-I-NM,0.5229009118666169,0.00017790808104020897,0.5988589788209945
11-2021,2022,0.0004067774727869,0.9999999999999992,NR-I-NM,0.5229009118666169,0.00021270431144706812,0.5988589788209945
11-2021,2023,0.0004857688070434,0.9999999999999992,NR-I-NM,0.5229009118666169,0.0002540089521593528,0.5988589788209945
11-2021,2024,0.0005211546141324,0.9999999999999992,NR-I-NM,0.5229009118666169,0.00027251222295332706,0.5988589788209945
11-2022,2006,5.940113327031648e-05,0.9999999999999993,NR-I-NM,0.643735776199231,3.823863463288117e-05,0.7169713650991927
11-2022,2007,6.40717603716162e-05,0.9999999999999993,NR-I-NM,0.643735776199231,4.1245284395273514e-05,0.7169713650991927
11-2033,2006,0.0002886120279546,0.9999999999999993,NR-I-NM,0.6908962493591304,0.00019940096763376578,0.7600999017376966
11-2033,2007,0.0002883229216722,0.9999999999999993,NR-I-NM,0.6908962493591304,0.00019920122518758947,0.7600999017376966
11-2033,2008,0.0003045602248008,0.9999999999999992,NR-I-NM,0.6908962493591304,0.00021041951701884648,0.7600999017376966
11-2033,2009,0.0003281019955759,0.9999999999999993,NR-I-NM,0.6586678060686515,0.0002161102215927246,0.745367476756566
11-2033,2010,0.0003505937877945,0.9999999999999993,NR-I-NM,0.6586678060686515,0.00023092484102790184,0.745367476756566
11-2033,2011,0.0003485861262721,0.9999999999999993,NR-I-NM,0.6586678060686515,0.00022960245901761418,0.745367476756566
11-2033,2012,0.000324304220037,0.9999999999999993,NR-I-NM,0.6586678060686515,0.00021360874911057612,0.745367476756566
