O*NET 2018 SOC Code,ONET_release_year,pct_healthcare_tot_emp,total_intensity,classification,task_intensity_core,bucket_weight,percentile
11-1011,2006,0.0013881786579474,0.9999999999999992,LC-I-NM,0.5826583429969495,0.0008088338766233619,0.6394547012162284
11-1011,2007,0.0013511603584247,0.9999999999999992,LC-I-NM,0.5826583429969495,0.0007872648555629008,0.6394547012162284
11-1011,2008,0.0014068363089495,0.9999999999999991,LC-I-NM,0.5826583429969494,0.0008197049126404608,0.6336135499925728
11-1011,2009,0.0014901796089976,0.9999999999999991,LC-I-NM,0.5826583429969494,0.0008682655817463844,0.6336135499925728
11-1011,2010,0.0014973276353725,0.9999999999999991,LC-I-NM,0.5826583429969494,0.000872430438949682,0.6336135499925728
11-1011,2011,0.0014657416634814,0.9999999999999991,LC-I-NM,0.5826583429969494,0.0008540266089056655,0.6336135499925728
11-1011,2012,0.001362417903407,0.9999999999999991,LC-I-NM,0.5826583429969494,0.0007938241580685012,0.6336135499925728
11-1011,2013,0.0013304638364341,0.9999999999999991,LC-I-NM,0.5826583429969494,0.0007752058543540577,0.6336135499925728
11-1011,2014,0.0012857508647975,0.9999999999999991,LC-I-NM,0.5520452115427582,0.0007097926081484209,0.6228255274166002
11-1011,2015,0.0012194853578559,0.9999999999999991,LC-I-NM,0.5520452115427582,0.0006732110523508572,0.6228255274166002
11-1011,2016,0.0011138839316238,0.9999999999999991,LC-I-NM,0.5520452115427582,0.0006149142906673404,0.6228255274166002
11-1011,2017,0.0009466271674024,0.9999999999999991,LC-I-NM,0.5520452115427582,0.0005225809948807803,0.6228255274166002
11-1011,2018,0.0008176650783342,0.9999999999999991,LC-I-NM,0.5520452115427582,0.0004513880911401298,0.6228255274166002
11-1011,2019,0.0008096622893798,0.9999999999999991,LC-I-NM,0.5520452115427582,0.000446970189818866,0.6228255274166002
11-1011,2020,0.00096121320348,0.9999999999999991,LC-I-NM,0.5520452115427582,0.0005306331462528093,0.6228255274166002
11-1011,2021,0.0006978640238045,0.9999999999999991,LC-I-NM,0.5520452115427582,0.00038525249264923596,0.6228255274166002
11-1011,2022,0.0007347625762825,0.9999999999999991,LC-I-NM,0.5520452115427582,0.00040562216185757515,0.6228255274166002
11-1011,2023,0.0008070178011352,0.9999999999999992,LC-I-NM,0.683158867455521,0.0005513213670399685,0.7643710556001028
11-1011,2024,0.0007869521677506999,0.9999999999999992,LC-I-NM,0.683158867455521,0.0005376133516622357,0.7643710556001028
11-1021,2006,0.006552848930004099,0.9999999999999999,LC-I-NM,0.6428777876427019,0.004212681022877882,0.7349318136394573
11-1021,2007,0.006256418953933601,0.9999999999999999,LC-I-NM,0.6428777876427019,0.004022112775670702,0.7349318136394573
11-1021,2008,0.0061998452174884,0.9999999999999996,LC-I-NM,0.4387412019174391,0.0027201275424229487,0.5096251736136119
11-1021,2009,0.0063079100022184,0.9999999999999996,LC-I-NM,0.4387412019174391,0.002767540015960338,0.5096251736136119
11-1021,2010,0.0065249399395096,0.9999999999999996,LC-I-NM,0.4387412019174391,0.0028627599914995455,0.5096251736136119
11-1021,2011,0.0067353319337885,0.9999999999999996,LC-I-NM,0.4387412019174391,0.0029550676279432773,0.5096251736136119
11-1021,2012,0.0066051471388651,0.9999999999999996,LC-I-NM,0.4387412019174391,0.0028979501945472093,0.5096251736136119
11-1021,2013,0.0066718029622017,0.9999999999999996,LC-I-NM,0.4387412019174391,0.002927194850592706,0.5096251736136119
11-1021,2014,0.0065565069685495,0.9999999999999996,LC-I-NM,0.4387412019174391,0.0028766097477614743,0.5096251736136119
11-1021,2015,0.0064699280385546,0.9999999999999997,LC-I-NM,0.3939043114171933,0.0025485325489456425,0.4936726121066065
11-1021,2016,0.0061608116424354,0.9999999999999997,LC-I-NM,0.3939043114171933,0.002426770267784545,0.4936726121066065
11-1021,2017,0.0058317215760238,0.9999999999999997,LC-I-NM,0.3939043114171933,0.002297140271780445,0.4936726121066065
11-1021,2018,0.0057690271785816,0.9999999999999997,LC-I-NM,0.3939043114171933,0.0022724446783262595,0.4936726121066065
11-1021,2019,0.0059158047037059,0.9999999999999997,LC-I-NM,0.3939043114171933,0.0023302609782918666,0.4936726121066065
11-1021,2020,0.0059550968391564,0.9999999999999997,LC-I-NM,0.3939043114171933,0.002345738319850607,0.4936726121066065
11-1021,2021,0.0068003079494147,0.9999999999999997,LC-I-NM,0.3939043114171933,0.002678670620239064,0.4936726121066065
11-1021,2022,0.0076352653760214,0.9999999999999997,LC-I-NM,0.3939043114171933,0.003007563950429248,0.4936726121066065
11-1021,2023,0.007663232067339499,0.9999999999999998,LC-I-NM,0.4368280524287486,0.0033475147392854473,0.5096251736136119
11-1021,2024,0.0076106844526258,0.9999999999999998,LC-I-NM,0.4368280524287486,0.003324560467090286,0.5096251736136119
11-2011,2006,3.680287604791347e-05,0.9999999999999996,LC-I-NM,0.5397172125680862,1.9863145675068653e-05,0.6078396108544464
11-2011,2007,2.198540797065262e-05,0.9999999999999996,LC-I-NM,0.5397172125680862,1.1865903107092823e-05,0.6078396108544464
11-2011,2008,1.2817163769173869e-05,0.9999999999999996,LC-I-NM,0.5397172125680862,6.91764390252719e-06,0.6078396108544464
11-2011,2009,1.014133440871248e-05,0.9999999999999996,LC-I-NM,0.5397172125680862,5.473452738791123e-06,0.6078396108544464
11-2011,2010,8.521376786674029e-06,0.9999999999999994,LC-I-NM,0.6809195809079391,5.802372310340724e-06,0.7643710556001028
11-2011,2011,4.799808967603089e-06,0.9999999999999994,LC-I-NM,0.6809195809079391,3.268283910658465e-06,0.7643710556001028
